City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Pouembout,NC,2022-01-21 16:34:22,-21.1333,164.9,75.85,90,37,3.38
296,Leshukonskoye,RU,2022-01-21 16:34:22,64.8989,45.7622,20.32,95,100,6.11
297,Puerto Carreno,CO,2022-01-21 16:34:22,6.189,-67.4859,89.58,51,75,13.8
298,Qena,EG,2022-01-21 16:34:23,26.1615,32.7183,62.71,27,0,6.04
299,Premia De Mar,ES,2022-01-21 16:34:23,41.4921,2.3652,53.19,57,7,5.01
300,Te Anau,NZ,2022-01-21 16:34:23,-45.4167,167.7167,49.82,94,24,0.4
301,Caceres,ES,2022-01-21 16:34:24,39.522,-6.3748,47.05,67,8,3.38
302,Lewisporte,CA,2022-01-21 16:29:55,49.2499,-55.0482,22.14,60,100,9.98
303,Hami,CN,2022-01-21 16:34:24,42.8,93.45,26.29,48,48,0.18
304,Alofi,NU,2022-01-21 16:34:25,-19.0595,-169.9187,78.69,83,80,9.22
305,Cicero Dantas,BR,2022-01-21 16:34:25,-10.6,-38.3833,90.57,34,63,9.06
306,Martinho Campos,BR,2022-01-21 16:34:26,-19.3317,-45.2369,85.82,57,11,0.6
307,Nipawin,CA,2022-01-21 16:30:17,53.3668,-104.0009,6.84,78,75,26.46
308,Krasnoselkup,RU,2022-01-21 16:34:26,65.7,82.4667,4.82,97,30,11.68
309,Dingle,PH,2022-01-21 16:34:27,10.9995,122.6711,73.76,91,58,7.18
310,Esna,EG,2022-01-21 16:34:27,25.2934,32.554,62.62,26,0,10.07
311,Wajima,JP,2022-01-21 16:34:27,37.4,136.9,34.92,63,96,8.66
312,Baker City,US,2022-01-21 16:32:14,44.7749,-117.8344,33.58,86,0,6.91
313,Sakakah,SA,2022-01-21 16:34:28,29.9697,40.2064,47.77,38,0,6.89
314,Shingu,JP,2022-01-21 16:34:28,33.7333,135.9833,31.44,77,98,6.26
315,Mareeba,AU,2022-01-21 16:34:29,-17.0,145.4333,73.44,91,100,2.64
316,Marsh Harbour,BS,2022-01-21 16:34:29,26.5412,-77.0636,77.68,75,49,12.06
317,Progreso,MX,2022-01-21 16:34:29,21.2833,-89.6667,78.91,57,93,4.88
318,Mitu,CO,2022-01-21 16:34:30,1.1983,-70.1733,83.23,71,63,2.57
319,Ulagan,RU,2022-01-21 16:34:30,50.6321,87.9563,-8.3,97,59,2.15
320,Altay,CN,2022-01-21 16:34:30,47.8667,88.1167,6.35,64,6,7.31
321,Port Augusta,AU,2022-01-21 16:34:31,-32.5,137.7667,82.71,66,100,8.41
322,Korem,ET,2022-01-21 16:34:32,12.5058,39.5228,51.84,74,6,5.73
323,Porto De Moz,BR,2022-01-21 16:34:32,-1.7483,-52.2383,88.32,52,100,3.31
324,Port Elizabeth,ZA,2022-01-21 16:34:32,-33.918,25.5701,77.29,83,75,11.5
325,Necochea,AR,2022-01-21 16:35:33,-38.5473,-58.7368,78.04,73,88,6.89
326,Sistranda,NO,2022-01-21 16:35:33,63.7256,8.834,36.9,91,100,17.52
327,Muswellbrook,AU,2022-01-21 16:35:34,-32.2667,150.9,62.33,96,44,4.29
328,Mana,GF,2022-01-21 16:35:34,5.6592,-53.7767,79.59,85,69,11.7
329,Terrace,CA,2022-01-21 16:35:34,54.5163,-128.6035,40.42,100,75,23.02
330,Bengkulu,ID,2022-01-21 16:35:35,-3.8004,102.2655,75.65,90,97,5.39
331,Winsum,NL,2022-01-21 16:35:35,53.33,6.5208,44.58,90,100,21.45
332,Luganville,VU,2022-01-21 16:35:35,-15.5333,167.1667,79.18,89,7,5.28
333,Zhongshu,CN,2022-01-21 16:35:36,24.5167,103.7667,44.37,99,49,4.72
334,Victoria,HK,2022-01-21 16:35:12,22.2855,114.1577,66.18,86,100,1.99
335,Sitka,US,2022-01-21 16:35:36,57.0531,-135.33,48.09,71,100,10.36
336,Stornoway,GB,2022-01-21 16:35:27,58.2093,-6.3865,46.36,90,75,5.99
337,Baghdad,IQ,2022-01-21 16:31:39,33.3406,44.4009,40.91,38,0,4.61
338,Kapit,MY,2022-01-21 16:35:37,2.0167,112.9333,72.07,99,100,0.96
339,Bani Walid,LY,2022-01-21 16:35:37,31.7566,13.9942,56.03,40,50,8.79
340,Matay,EG,2022-01-21 16:35:38,28.419,30.7792,52.45,43,0,8.77
341,Auki,SB,2022-01-21 16:35:38,-8.7676,160.7034,76.35,92,100,1.72
342,Rapar,IN,2022-01-21 16:35:39,23.5667,70.6333,72.07,76,0,16.87
343,Maarianhamina,AX,2022-01-21 16:35:39,60.0973,19.9348,30.06,69,40,16.11
344,Ugoofaaru,MV,2022-01-21 16:35:39,5.6667,73.0,81.14,65,81,8.93
345,Ikwiriri,TZ,2022-01-21 16:35:40,-7.9562,38.9716,77.13,82,60,4.63
346,Solnechnyy,RU,2022-01-21 16:35:40,50.7214,136.6319,-13.77,99,32,3.22
347,San Vicente,AR,2022-01-21 16:35:40,-26.6167,-54.1333,97.41,25,14,5.32
348,Fuerte Olimpo,PY,2022-01-21 16:35:41,-21.0415,-57.8738,96.85,34,59,13.62
349,Omsukchan,RU,2022-01-21 16:35:41,62.5333,155.8,-24.36,79,0,4.21
350,Warrington,GB,2022-01-21 16:35:42,53.3925,-2.5802,45.45,79,75,3.0
351,Hambantota,LK,2022-01-21 16:35:42,6.1241,81.1185,75.74,75,22,2.98
352,Saint-Paul,RE,2022-01-21 16:35:43,-21.0096,55.2707,84.31,80,65,1.43
353,Presidente Epitacio,BR,2022-01-21 16:35:43,-21.7633,-52.1156,97.38,28,16,7.74
354,Portland,US,2022-01-21 16:32:04,45.5234,-122.6762,44.11,95,75,3.0
355,Suslovo,RU,2022-01-21 16:35:44,56.2167,88.1167,-0.18,98,36,5.37
356,Kenai,US,2022-01-21 16:35:44,60.5544,-151.2583,31.08,96,100,27.63
357,Ambon,ID,2022-01-21 16:35:45,-3.6954,128.1814,77.14,94,40,3.44
358,Naze,JP,2022-01-21 16:35:45,28.3667,129.4833,56.64,66,99,14.16
359,Puerto Escondido,MX,2022-01-21 16:34:46,15.85,-97.0667,83.23,69,0,5.75
360,Thurso,GB,2022-01-21 16:35:45,58.5927,-3.5259,46.35,79,58,23.78
361,Acarau,BR,2022-01-21 16:35:46,-2.8856,-40.12,85.28,63,65,13.91
362,Mocuba,MZ,2022-01-21 16:35:46,-16.8392,36.9856,75.29,75,97,5.19
363,Yatou,CN,2022-01-21 16:35:46,37.15,122.3833,29.91,59,100,2.24
364,San Cristobal,VE,2022-01-21 16:35:10,7.7669,-72.225,77.18,33,45,6.4
365,Pennagaram,IN,2022-01-21 16:35:47,12.1333,77.9,72.7,51,95,1.45
366,Tomigusuku,JP,2022-01-21 16:35:47,26.185,127.675,62.37,63,74,3.44
367,Fallon,US,2022-01-21 16:32:19,39.4735,-118.7774,40.28,70,40,6.91
368,Nantucket,US,2022-01-21 16:33:56,41.2835,-70.0995,28.51,78,100,20.65
369,Wajir,KE,2022-01-21 16:35:48,1.7471,40.0573,89.42,24,72,10.2
370,Ust-Nera,RU,2022-01-21 16:35:48,64.5667,143.2,-37.12,97,98,3.33
371,Rockport,US,2022-01-21 16:36:19,28.0206,-97.0544,39.22,58,40,4.0
372,Gornopravdinsk,RU,2022-01-21 16:36:49,60.05,69.9,14.16,92,100,8.75
373,Alyangula,AU,2022-01-21 16:36:49,-13.8483,136.4192,78.67,100,95,1.14
374,Botucatu,BR,2022-01-21 16:36:50,-22.8858,-48.445,85.5,41,7,5.3
375,Itarema,BR,2022-01-21 16:36:50,-2.9248,-39.9167,85.73,60,77,12.75
376,Floriano,BR,2022-01-21 16:36:03,-6.7669,-43.0225,95.04,38,19,1.66
377,Zaysan,KZ,2022-01-21 16:36:50,47.4667,84.8667,0.1,88,84,2.77
378,Comodoro Rivadavia,AR,2022-01-21 16:36:51,-45.8667,-67.5,78.66,31,40,24.16
379,Huangchuan,CN,2022-01-21 16:36:51,32.1272,115.0394,39.4,88,100,5.32
380,Sar-E Pul,AF,2022-01-21 16:36:51,35.8333,66.1667,27.0,97,100,7.56
381,Ternate,ID,2022-01-21 16:36:52,0.8,127.4,79.05,83,97,10.54
382,Zharkent,KZ,2022-01-21 16:36:52,44.1628,80.0,32.09,44,0,1.05
383,Boende,CD,2022-01-21 16:36:52,-0.2167,20.8667,82.18,44,49,3.09
384,Hovd,MN,2022-01-21 16:36:53,48.0056,91.6419,5.85,94,96,3.83
385,Carmen,MX,2022-01-21 16:33:07,18.6333,-91.8333,77.04,78,40,9.22
386,El Paso,US,2022-01-21 16:36:53,31.8001,-106.2005,42.51,46,20,4.61
387,Komsomolskiy,UZ,2022-01-21 16:36:54,40.4272,71.7189,36.82,69,9,4.61
388,Abu Kamal,SY,2022-01-21 16:36:54,34.4506,40.9171,45.39,47,5,7.78
389,Abidjan,CI,2022-01-21 16:36:55,5.3094,-4.0197,87.76,58,11,6.91
390,Kedrovyy,RU,2022-01-21 16:36:55,56.1667,91.8167,-5.39,100,97,3.53
391,Juegang,CN,2022-01-21 16:36:55,32.3174,121.1855,42.91,82,73,9.15
392,Samut Sakhon,TH,2022-01-21 16:36:56,13.5833,100.3,82.04,76,6,12.03
393,Erzin,TR,2022-01-21 16:36:56,36.9559,36.2,43.32,80,99,5.12
394,Obo,CF,2022-01-21 16:36:56,5.3998,26.4869,79.75,24,71,5.17
395,Itoman,JP,2022-01-21 16:36:57,26.1247,127.6694,62.62,63,73,3.44
396,Usinsk,RU,2022-01-21 16:36:57,65.9939,57.5281,18.16,91,100,20.42
397,Bonawon,PH,2022-01-21 16:36:57,9.134,122.9193,77.77,82,95,6.93
398,Verkhoyansk,RU,2022-01-21 16:36:58,67.5447,133.385,-28.23,91,98,0.54
399,Yulara,AU,2022-01-21 16:36:58,-25.2406,130.9889,78.64,73,75,10.36
400,Asfi,MA,2022-01-21 16:36:59,32.2994,-9.2372,65.68,56,41,15.05
401,Timizart,DZ,2022-01-21 16:36:59,36.8,4.2667,46.78,81,7,6.2
402,Port-Gentil,GA,2022-01-21 16:36:59,-0.7193,8.7815,84.16,74,20,13.8
403,Waingapu,ID,2022-01-21 16:37:00,-9.6567,120.2641,76.53,84,100,7.7
404,Kabare,CD,2022-01-21 16:37:00,-2.4683,28.8242,62.55,94,100,1.12
405,Port Keats,AU,2022-01-21 16:37:01,-14.25,129.55,79.63,88,68,7.05
406,Troitskoye,RU,2022-01-21 16:37:01,52.9821,84.6757,0.97,93,6,5.59
407,Dawei,MM,2022-01-21 16:37:01,14.0833,98.2,71.11,90,21,2.44
408,Seymchan,RU,2022-01-21 16:37:02,62.8833,152.4333,-43.47,97,33,0.98
409,Waterboro,US,2022-01-21 16:37:02,43.5356,-70.7151,16.16,50,0,3.0
410,Kawaguchi,JP,2022-01-21 16:37:02,35.805,139.7206,39.9,39,0,6.22
411,Bull Savanna,JM,2022-01-21 16:37:03,17.8868,-77.5902,82.78,53,0,11.48
412,Voznesenye,RU,2022-01-21 16:37:03,61.0106,35.4781,21.78,96,100,5.08
413,Mahon,ES,2022-01-21 16:37:04,39.8885,4.2658,48.76,66,40,17.27
414,Tandlianwala,PK,2022-01-21 16:37:04,31.0333,73.1333,58.08,65,99,7.61
415,Valasske Klobouky,CZ,2022-01-21 16:37:04,49.1406,18.0076,29.57,84,42,11.14
416,Mbandaka,CD,2022-01-21 16:37:05,0.0487,18.2603,83.88,47,44,1.7
417,Marsa Matruh,EG,2022-01-21 16:37:05,31.3525,27.2453,55.2,46,11,5.82
418,Mandan,US,2022-01-21 16:37:05,46.8267,-100.8896,37.58,88,100,18.41
419,Bandar-E Lengeh,IR,2022-01-21 16:38:06,26.5579,54.8807,57.31,58,0,6.91
420,Krasnyy Profintern,RU,2022-01-21 16:38:06,57.7446,40.435,19.42,94,100,13.76
421,Cayenne,GF,2022-01-21 16:38:06,4.9333,-52.3333,75.24,92,75,5.75
422,Norman Wells,CA,2022-01-21 16:38:07,65.282,-126.8329,-41.76,66,20,5.75
423,Ballina,AU,2022-01-21 16:38:07,-28.8667,153.5667,71.56,79,75,13.8
424,Pokhara,NP,2022-01-21 16:38:08,28.2333,83.9833,51.13,68,92,3.76
425,Assomada,CV,2022-01-21 16:38:08,15.1,-23.6833,72.95,71,100,7.81
426,Jalu,LY,2022-01-21 16:38:08,29.0331,21.5482,56.86,40,5,5.37
427,Kamenka,RU,2022-01-21 16:38:09,51.3223,42.7678,29.88,97,100,18.99
428,Chara,RU,2022-01-21 16:38:10,56.9064,118.2631,-9.87,70,61,0.38
429,Caravelas,BR,2022-01-21 16:38:10,-17.7125,-39.2481,84.81,62,32,10.45
430,Poltavka,RU,2022-01-21 16:38:10,54.3663,71.7632,1.22,95,90,6.98
431,Negombo,LK,2022-01-21 16:38:11,7.2083,79.8358,77.05,73,0,4.61
432,Cape Coast,GH,2022-01-21 16:38:11,5.1053,-1.2466,83.46,51,43,10.74
433,Dharchula,IN,2022-01-21 16:38:11,29.85,80.5333,43.97,68,78,6.26
434,Kungurtug,RU,2022-01-21 16:38:12,50.5994,97.5228,8.96,97,100,1.39
435,South River,US,2022-01-21 16:38:12,40.4465,-74.386,23.09,47,100,4.0
436,Chumikan,RU,2022-01-21 16:38:12,54.7183,135.315,-8.01,87,9,20.36
437,Moses Lake,US,2022-01-21 16:35:07,47.1301,-119.2781,34.61,86,0,6.91
438,Altamont,US,2022-01-21 16:38:13,42.2068,-121.7372,32.77,84,0,3.0
439,Stokmarknes,NO,2022-01-21 16:38:13,68.5646,14.9108,33.76,55,75,6.91
440,Nizhniy Kuranakh,RU,2022-01-21 16:38:14,58.8353,125.4869,-4.04,98,97,2.42
441,Suez,EG,2022-01-21 16:38:14,29.9737,32.5263,54.14,49,2,9.13
442,Macau,MO,2022-01-21 16:34:48,22.2006,113.5461,66.85,88,40,12.66
443,Bilma,NE,2022-01-21 16:38:15,18.6853,12.9164,64.63,18,0,7.81
444,Chodavaram,IN,2022-01-21 16:38:15,17.8333,82.95,75.04,71,14,2.98
445,Sinjai,ID,2022-01-21 16:38:16,-5.1241,120.253,74.57,86,100,5.55
446,Geraldton,AU,2022-01-21 16:38:16,-28.7667,114.6,76.12,68,0,6.91
447,Saint-Francois,FR,2022-01-21 16:38:16,46.4154,3.9054,38.64,60,75,10.36
448,Verkhnyaya Inta,RU,2022-01-21 16:38:17,65.9811,60.3094,22.77,84,100,15.88
449,Okato,NZ,2022-01-21 16:38:17,-39.2,173.8833,58.68,74,0,4.16
450,Port Moresby,PG,2022-01-21 16:38:17,-9.4431,147.1797,75.4,87,99,3.78
451,Ketchikan,US,2022-01-21 16:36:22,55.3422,-131.6461,43.27,93,100,17.27
452,Putina,PE,2022-01-21 16:38:18,-15.4667,-69.4333,51.33,60,99,7.54
453,Bowen,AU,2022-01-21 16:38:18,-20.0167,148.2333,73.62,73,98,21.43
454,Tual,ID,2022-01-21 16:38:19,-5.6667,132.75,83.1,78,100,19.71
455,Fare,PF,2022-01-21 16:38:19,-16.7,-151.0167,80.11,76,100,14.65
456,Ballinasloe,IE,2022-01-21 16:38:19,53.3275,-8.2194,41.34,88,12,5.03
457,Naushki,RU,2022-01-21 16:38:20,50.3828,106.1056,3.13,98,100,0.81
458,Lufkin,US,2022-01-21 16:34:22,31.3382,-94.7291,35.83,42,0,9.22
459,Raudeberg,NO,2022-01-21 16:38:21,61.9875,5.1352,41.86,96,100,1.01
460,Linfen,CN,2022-01-21 16:38:21,36.0889,111.5189,30.69,95,99,0.43
461,Wembley,AU,2022-01-21 16:38:21,-31.9333,115.8,83.68,35,0,5.75
462,Burnie,AU,2022-01-21 16:38:22,-41.0667,145.9167,57.94,94,1,7.96
463,Leh,IN,2022-01-21 16:39:22,34.1667,77.5833,-3.06,83,38,3.38
464,Zhigansk,RU,2022-01-21 16:39:22,66.7697,123.3711,-14.06,97,100,15.41
465,Sorong,ID,2022-01-21 16:39:23,-0.8833,131.25,80.15,80,100,4.07
466,Kanluran,PH,2022-01-21 16:39:23,14.4167,120.85,79.14,79,35,10.09
467,Toro,CO,2022-01-21 16:39:24,4.6117,-76.0814,81.68,66,95,2.21
468,Davila,PH,2022-01-21 16:39:24,18.4726,120.5763,76.3,78,2,5.57
469,Mortka,RU,2022-01-21 16:39:24,59.3322,66.0214,15.12,95,98,6.49
470,Derzhavinsk,KZ,2022-01-21 16:39:25,51.1,66.3167,0.16,99,79,6.44
471,Lokosovo,RU,2022-01-21 16:39:26,61.1333,74.8167,13.71,88,98,10.49
472,Sembakung,ID,2022-01-21 16:39:26,3.8167,117.25,73.15,100,100,0.47
473,Kuala Terengganu,MY,2022-01-21 16:39:26,5.3302,103.1408,78.75,83,20,0.0
474,Vrangel,RU,2022-01-21 16:39:27,42.7297,133.0839,15.82,53,27,7.85
475,Adrar,MR,2022-01-21 16:39:27,20.5022,-10.0711,81.03,15,99,14.03
476,Mgandu,TZ,2022-01-21 16:39:27,-5.95,34.1333,63.01,91,98,2.8
477,Kachiry,KZ,2022-01-21 16:39:28,53.0675,76.1036,2.46,94,100,6.46
478,Luanda,AO,2022-01-21 16:39:28,-8.8368,13.2343,84.2,61,0,12.66
479,Morondava,MG,2022-01-21 16:39:29,-20.2833,44.2833,83.03,70,97,9.53
480,Shubarkuduk,KZ,2022-01-21 16:39:29,49.1447,56.4872,3.78,91,100,5.21
481,Mayumba,GA,2022-01-21 16:39:29,-3.432,10.6554,78.8,84,85,9.1
482,Sayansk,RU,2022-01-21 16:39:30,54.1088,102.1648,-12.01,100,100,1.9
483,Coquimbo,CL,2022-01-21 16:39:30,-29.9533,-71.3436,67.73,59,0,14.97
484,Ialibu,PG,2022-01-21 16:39:31,-6.2821,143.9935,53.98,95,94,2.8
485,Bay Roberts,CA,2022-01-21 16:39:31,47.5999,-53.2648,32.65,90,100,5.01
486,Nanakuli,US,2022-01-21 16:39:32,21.3906,-158.1547,69.75,88,0,4.61
487,Suicheng,CN,2022-01-21 16:39:32,33.8963,117.9331,40.98,75,100,9.19
488,Marshall,US,2022-01-21 16:38:45,34.3834,-86.3333,32.32,74,100,8.05
489,Pevek,RU,2022-01-21 16:39:33,69.7008,170.3133,-35.0,99,26,4.29
490,Esil,KZ,2022-01-21 16:39:33,51.9556,66.4042,-5.08,100,56,4.12
491,Toora-Khem,RU,2022-01-21 16:39:33,52.4675,96.11,11.1,97,100,1.57
492,Huilong,CN,2022-01-21 16:39:34,31.8111,121.655,48.04,80,81,7.85
493,Kalemie,CD,2022-01-21 16:39:34,-5.9475,29.1947,71.87,85,89,1.77
494,Muros,ES,2022-01-21 16:39:34,42.7762,-9.0603,58.68,47,25,9.78
495,Vila Franca Do Campo,PT,2022-01-21 16:39:35,37.7167,-25.4333,64.81,76,24,14.18
496,Khasan,RU,2022-01-21 16:39:35,42.4308,130.6434,15.94,57,10,5.3
497,Rockland,US,2022-01-21 16:36:55,41.1668,-74.0496,20.12,51,100,1.01
498,Sarangani,PH,2022-01-21 16:39:35,5.4033,125.4636,81.34,76,88,9.84
499,Najran,SA,2022-01-21 16:39:36,17.4924,44.1277,57.85,56,5,10.83
500,Karpogory,RU,2022-01-21 16:39:36,64.0019,44.4451,19.18,96,100,4.99
501,Santiago De Cuba,CU,2022-01-21 16:39:37,20.0247,-75.8219,84.31,58,20,5.75
502,Samarai,PG,2022-01-21 16:39:37,-10.6167,150.6667,80.19,78,100,8.5
503,Mitoc,RO,2022-01-21 16:39:37,48.1,27.0333,33.89,59,83,16.15
504,Kallithea,GR,2022-01-21 16:39:38,37.95,23.7,57.45,66,40,3.0
505,Revda,RU,2022-01-21 16:39:38,56.801,59.9303,9.41,99,91,3.89
506,Tuatapere,NZ,2022-01-21 16:40:39,-46.1333,167.6833,55.81,90,38,4.79
507,Flinders,AU,2022-01-21 16:40:39,-34.5833,150.8552,65.8,85,67,3.0
508,Gogrial,SS,2022-01-21 16:40:39,8.5332,28.1004,80.29,18,30,5.66
509,Dhidhdhoo,MV,2022-01-21 16:40:40,6.8833,73.1,80.98,64,76,5.08
510,Methven,NZ,2022-01-21 16:40:40,-43.6333,171.65,51.03,96,19,1.01
511,Vestmannaeyjar,IS,2022-01-21 16:40:40,63.4427,-20.2734,41.99,70,40,24.16
512,Mashhad,IR,2022-01-21 16:40:41,36.297,59.6062,33.94,55,0,23.02
513,Tilichiki,RU,2022-01-21 16:40:41,60.4667,166.1,-17.99,83,1,8.55
514,Praya,CV,2022-01-21 16:40:42,14.9215,-23.5087,77.54,61,75,14.97
515,Okha,RU,2022-01-21 16:40:42,53.5739,142.9478,-4.65,88,24,14.45
516,Olinda,BR,2022-01-21 16:40:42,-8.0089,-34.8553,85.73,66,20,8.05
517,Bartlesville,US,2022-01-21 16:40:43,36.7473,-95.9808,27.16,65,0,0.0
518,Lewiston,US,2022-01-21 16:39:05,44.1003,-70.2148,15.48,51,2,1.01
519,Noumea,NC,2022-01-21 16:40:43,-22.2763,166.4572,78.01,99,41,9.42
520,Porto Nacional,BR,2022-01-21 16:40:43,-10.7081,-48.4172,89.6,50,3,3.38
521,Nhulunbuy,AU,2022-01-21 16:40:44,-12.2333,136.7667,81.21,89,75,4.61
522,Mehamn,NO,2022-01-21 16:40:44,71.0357,27.8492,26.55,74,75,6.91
523,Tavda,RU,2022-01-21 16:40:45,58.0425,65.2726,12.97,94,98,6.58
524,Vostok,RU,2022-01-21 16:40:45,46.4856,135.8833,-18.65,99,82,4.52
525,Mongoumba,CF,2022-01-21 16:40:45,3.6415,18.5936,84.13,24,5,2.71
526,Havelock,US,2022-01-21 16:37:39,34.8791,-76.9013,33.78,91,100,1.01
527,Yarada,IN,2022-01-21 16:40:46,17.65,83.2667,75.52,94,40,2.3
528,Santa Rosa,PH,2022-01-21 16:40:46,14.3122,121.1114,79.09,80,23,9.53
529,Guerrero Negro,MX,2022-01-21 16:39:40,27.9769,-114.0611,65.26,43,0,8.84
530,San Ramon,US,2022-01-21 16:39:16,37.7799,-121.978,58.53,62,0,1.01
531,Korla,CN,2022-01-21 16:40:47,41.7597,86.1469,27.88,59,0,3.85
532,Bairiki,KI,2022-01-21 16:40:47,1.3292,172.9752,80.6,83,20,8.05
533,Vanino,RU,2022-01-21 16:40:47,49.0869,140.2543,1.09,84,57,5.75
534,Lavrentiya,RU,2022-01-21 16:40:48,65.5833,-171.0,-2.81,81,100,23.42
535,Gizo,SB,2022-01-21 16:40:48,-8.103,156.8419,80.46,80,99,6.13
536,Opuwo,NA,2022-01-21 16:40:49,-18.0607,13.84,74.97,59,100,3.8
537,Chernushka,RU,2022-01-21 16:40:49,56.5072,56.0766,-3.75,100,91,3.65
538,Gigmoto,PH,2022-01-21 16:40:49,13.7796,124.39,76.5,88,54,13.67
539,Myaundzha,RU,2022-01-21 16:40:50,63.0494,147.1858,-34.29,87,32,4.09
540,Krasnyy Chikoy,RU,2022-01-21 16:40:50,50.3643,108.7512,-0.26,99,98,1.7
541,Prachuap Khiri Khan,TH,2022-01-21 16:40:50,12.2167,99.75,67.37,91,57,3.69
542,Khabary,RU,2022-01-21 16:40:51,53.6259,79.5345,-7.01,100,65,3.91
543,Shiyan,CN,2022-01-21 16:40:51,32.6475,110.7781,32.4,88,98,2.15
544,Qinzhou,CN,2022-01-21 16:40:51,21.95,108.6167,65.34,92,100,4.32
545,Ferrol,ES,2022-01-21 16:40:52,43.4832,-8.2369,54.12,60,29,15.77
546,Oktyabrskoye,RU,2022-01-21 16:40:52,43.0645,44.7417,23.14,85,2,4.47
547,Maldonado,UY,2022-01-21 16:40:52,-34.6667,-54.9167,90.23,45,95,10.04
548,Razdolinsk,RU,2022-01-21 16:40:53,58.4211,94.6658,-7.24,100,75,3.83
549,San Andres,CO,2022-01-21 16:39:14,12.5847,-81.7006,84.22,70,40,16.11
550,Marovoay,MG,2022-01-21 16:40:53,-16.1,46.6333,80.74,88,98,4.61
551,Faanui,PF,2022-01-21 16:40:54,-16.4833,-151.75,80.56,76,100,15.86
552,Petawawa,CA,2022-01-21 16:40:54,45.9001,-77.3328,4.05,75,6,2.26
553,Sobolevo,RU,2022-01-21 16:40:54,54.4299,31.8996,23.36,94,100,11.97
554,Plainview,US,2022-01-21 16:40:55,40.7765,-73.4673,21.58,53,0,1.99
555,Port-De-Bouc,FR,2022-01-21 16:40:55,43.4,4.9833,48.69,51,0,18.41
556,Bosaso,SO,2022-01-21 16:41:55,11.2842,49.1816,75.29,74,82,6.6
557,Labuhan,ID,2022-01-21 16:41:56,-6.8844,112.2051,77.56,88,93,7.23
558,Kununurra,AU,2022-01-21 16:41:56,-15.7667,128.7333,76.98,100,75,1.14
559,Koumac,NC,2022-01-21 16:41:56,-20.5667,164.2833,77.58,86,5,1.7
560,Praia Da Vitoria,PT,2022-01-21 16:41:57,38.7333,-27.0667,64.76,82,75,17.54
561,Kiunga,PG,2022-01-21 16:41:57,-6.1219,141.2906,73.99,100,100,1.43
562,Iracoubo,GF,2022-01-21 16:41:58,5.4802,-53.2011,79.27,86,67,12.12
563,Zhengjiatun,CN,2022-01-21 16:41:58,43.5064,123.5064,5.18,81,74,5.14
564,Marawi,PH,2022-01-21 16:41:58,7.9986,124.2928,67.64,92,95,0.94
565,Santa Fe,AR,2022-01-21 16:41:59,-31.6333,-60.7,102.02,37,10,11.01
566,Sawtell,AU,2022-01-21 16:41:59,-30.3833,153.1,68.02,93,75,16.11
567,Vao,NC,2022-01-21 16:42:00,-22.6667,167.4833,77.7,85,98,15.14
568,Sao Jose Da Coroa Grande,BR,2022-01-21 16:42:00,-8.8978,-35.1478,85.44,60,11,9.51
569,Dhandhuka,IN,2022-01-21 16:42:00,22.3667,71.9833,74.34,61,2,15.14
570,Saint-Felicien,CA,2022-01-21 16:42:01,48.6501,-72.4491,-15.92,63,0,2.3
571,Bojonegoro,ID,2022-01-21 16:42:01,-7.1502,111.8817,74.61,95,100,4.72
572,Kafue,ZM,2022-01-21 16:42:02,-15.7691,28.1814,66.43,88,96,4.34
573,Vardo,NO,2022-01-21 16:42:02,70.3705,31.1107,21.18,79,40,12.66
