City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
100,Parana,AR,2022-01-21 16:29:11,-31.732,-60.5238,101.57,40,8,14.16
101,Dicabisagan,PH,2022-01-21 16:29:11,17.0818,122.4157,74.44,91,100,9.4
102,Athabasca,CA,2022-01-21 16:29:12,54.7169,-113.2854,11.89,90,79,6.73
103,Provideniya,RU,2022-01-21 16:29:12,64.3833,-173.3,3.4,92,97,17.56
104,Meadow Lake,US,2022-01-21 16:29:13,34.8014,-106.5436,39.61,73,56,7.07
105,Mataura,NZ,2022-01-21 16:29:13,-46.1927,168.8643,55.47,93,57,3.8
106,Bakchar,RU,2022-01-21 16:29:13,57.0186,82.0711,-2.79,100,98,2.26
107,Barrow,US,2022-01-21 16:25:04,71.2906,-156.7887,-25.58,68,100,9.22
108,Oriximina,BR,2022-01-21 16:29:14,-1.7656,-55.8661,92.82,43,76,5.01
109,Hasaki,JP,2022-01-21 16:29:14,35.7333,140.8333,27.0,49,35,12.3
110,Jiaojiang,CN,2022-01-21 16:29:15,28.6803,121.4428,50.0,82,97,2.13
111,Kahului,US,2022-01-21 16:29:15,20.8947,-156.47,73.85,86,0,3.44
112,Santa Maria,BR,2022-01-21 16:29:15,-29.6842,-53.8069,97.9,44,20,5.75
113,Beidao,CN,2022-01-21 16:29:16,34.5686,105.8933,37.0,80,70,3.87
114,Florence,IT,2022-01-21 16:29:16,43.7667,11.25,48.29,71,0,6.91
115,San Joaquin,US,2022-01-21 16:29:17,37.9333,-121.3011,54.18,89,0,5.75
116,Burlington,US,2022-01-21 16:29:17,39.8835,-74.6413,23.0,47,100,13.8
117,Qaqortoq,GL,2022-01-21 16:29:17,60.7167,-46.0333,18.1,81,25,8.05
118,Bjornevatn,NO,2022-01-21 16:29:18,69.6672,29.9847,19.74,86,0,6.91
119,Xichang,CN,2022-01-21 16:29:18,27.8964,102.2634,42.35,86,34,2.66
120,Georgetown,MY,2022-01-21 16:27:36,5.4112,100.3354,83.89,84,20,1.01
121,Talnakh,RU,2022-01-21 16:29:18,69.4865,88.3972,4.51,96,98,10.71
122,Bariri,BR,2022-01-21 16:29:19,-22.0744,-48.7403,91.65,45,7,3.87
123,Gunjur,GM,2022-01-21 16:29:19,13.2019,-16.7339,96.87,23,0,6.91
124,Inhambane,MZ,2022-01-21 16:29:20,-23.865,35.3833,78.78,78,40,5.75
125,Saldanha,ZA,2022-01-21 16:29:20,-33.0117,17.9442,93.25,68,16,13.18
126,Cherskiy,RU,2022-01-21 16:29:20,68.75,161.3,-47.47,100,55,4.16
127,Hithadhoo,MV,2022-01-21 16:29:21,-0.6,73.0833,81.59,74,24,13.0
128,Jurm,AF,2022-01-21 16:29:21,36.8648,70.8342,26.47,61,54,5.95
129,Cabo San Lucas,MX,2022-01-21 16:29:21,22.8909,-109.9124,72.52,58,0,0.0
130,Sur,OM,2022-01-21 16:29:22,22.5667,59.5289,71.83,59,3,21.74
131,Colac,AU,2022-01-21 16:29:22,-38.3333,143.5833,65.62,85,0,5.26
132,Xinzhi,CN,2022-01-21 16:29:22,36.4989,111.7047,30.6,91,100,3.53
133,Sosua,DO,2022-01-21 16:29:23,19.7667,-70.5167,84.52,74,20,0.0
134,Waipawa,NZ,2022-01-21 16:29:23,-41.4122,175.5153,52.43,84,1,2.73
135,Sept-Iles,CA,2022-01-21 16:25:02,50.2001,-66.3821,-2.94,60,20,5.99
136,Berlevag,NO,2022-01-21 16:29:23,70.8578,29.0864,21.0,65,100,12.71
137,Gewane,ET,2022-01-21 16:29:24,10.1664,40.6453,83.46,33,77,6.85
138,Nouadhibou,MR,2022-01-21 16:29:24,20.931,-17.0347,71.58,56,100,10.36
139,Moissala,TD,2022-01-21 16:30:25,8.3404,17.7663,84.09,17,9,5.66
140,Dikson,RU,2022-01-21 16:30:25,73.5069,80.5464,15.3,95,100,10.98
141,Kandrian,PG,2022-01-21 16:30:26,-6.2167,149.55,78.03,86,100,4.34
142,Padang,ID,2022-01-21 16:30:26,-0.9492,100.3543,73.45,87,97,4.05
143,Manzanillo,CU,2022-01-21 16:30:26,20.3433,-77.1167,85.32,52,0,5.79
144,Port Hardy,CA,2022-01-21 16:30:17,50.6996,-127.4199,41.76,100,75,3.44
145,Port Lincoln,AU,2022-01-21 16:30:27,-34.7333,135.8667,67.95,99,100,17.81
146,Honningsvag,NO,2022-01-21 16:30:27,70.9821,25.9704,20.95,79,40,5.75
147,Kysyl-Syr,RU,2022-01-21 16:30:28,63.8986,122.7617,-4.09,99,99,2.77
148,Aksarka,RU,2022-01-21 16:30:28,66.5606,67.7975,5.43,96,98,11.41
149,Xuanzhou,CN,2022-01-21 16:30:29,30.9525,118.7553,46.24,76,100,5.55
150,Pangnirtung,CA,2022-01-21 16:30:29,66.1451,-65.7125,-25.6,75,0,0.0
151,Galesong,ID,2022-01-21 16:30:30,-5.3166,119.3661,75.22,85,100,6.2
152,Almaznyy,RU,2022-01-21 16:30:30,48.0448,40.045,30.34,98,100,7.25
153,Urusha,RU,2022-01-21 16:30:30,54.05,122.9,-18.22,97,5,2.77
154,Upernavik,GL,2022-01-21 16:30:31,72.7868,-56.1549,-5.35,91,99,3.8
155,Juba,SS,2022-01-21 16:30:31,4.8517,31.5825,85.59,23,85,4.16
156,Narsaq,GL,2022-01-21 16:30:32,60.9167,-46.05,17.82,71,17,8.3
157,Pombas,CV,2022-01-21 16:30:33,17.1503,-25.0201,73.18,75,70,11.48
158,Kavaratti,IN,2022-01-21 16:30:33,10.5669,72.642,80.6,67,86,10.96
159,Cidreira,BR,2022-01-21 16:29:01,-30.1811,-50.2056,81.81,76,8,15.79
160,Olafsvik,IS,2022-01-21 16:30:34,64.8945,-23.7142,37.54,79,74,40.13
161,Mount Isa,AU,2022-01-21 16:30:34,-20.7333,139.5,76.77,100,100,0.0
162,Dutlwe,BW,2022-01-21 16:30:35,-23.9833,23.9,86.9,17,29,11.68
163,Coihaique,CL,2022-01-21 16:30:35,-45.5752,-72.0662,63.21,65,75,9.66
164,Ilulissat,GL,2022-01-21 16:30:35,69.2167,-51.1,12.22,67,75,19.57
165,Carnarvon,AU,2022-01-21 16:30:36,-24.8667,113.6333,86.07,37,1,18.41
166,Iquique,CL,2022-01-21 16:30:36,-20.2208,-70.1431,71.64,68,88,5.17
167,Port Alfred,ZA,2022-01-21 16:30:36,-33.5906,26.891,77.72,82,9,12.33
168,Lasa,IT,2022-01-21 16:30:37,46.6166,10.7002,39.11,81,3,9.04
169,Luderitz,NA,2022-01-21 16:30:37,-26.6481,15.1594,79.39,60,64,11.45
170,Clyde River,CA,2022-01-21 16:30:38,70.4692,-68.5914,-7.37,71,75,5.75
171,Clarksville,US,2022-01-21 16:30:38,36.5298,-87.3595,27.09,62,0,5.01
172,Vaini,TO,2022-01-21 16:30:38,-21.2,-175.2,81.03,72,38,13.04
173,Bathsheba,BB,2022-01-21 16:30:39,13.2167,-59.5167,84.81,58,20,28.77
174,Kiama,AU,2022-01-21 16:30:39,-34.6833,150.8667,66.0,88,58,1.01
175,Deputatskiy,RU,2022-01-21 16:30:39,69.3,139.9,-26.59,80,50,4.21
176,Copiapo,CL,2022-01-21 16:30:40,-27.3667,-70.3333,67.69,28,0,10.0
177,Canarana,BR,2022-01-21 16:30:40,-11.6847,-41.7689,87.03,41,16,3.85
178,Fairbanks,US,2022-01-21 16:30:40,64.8378,-147.7164,6.8,78,0,3.44
179,Abu Dhabi,AE,2022-01-21 16:30:29,24.4667,54.3667,62.71,58,40,3.0
180,Sao Filipe,CV,2022-01-21 16:30:41,14.8961,-24.4956,73.9,75,90,6.71
181,Aklavik,CA,2022-01-21 16:30:41,68.2191,-135.0107,-19.37,75,0,5.75
182,Burgeo,CA,2022-01-21 16:30:17,47.6167,-57.6152,22.98,70,90,13.62
183,Vanavara,RU,2022-01-21 16:30:42,60.34,102.2797,-13.16,100,100,2.75
184,Nchelenge,ZM,2022-01-21 16:30:42,-9.3451,28.734,71.06,82,99,5.26
185,Lower Hutt,NZ,2022-01-21 16:31:43,-41.2167,174.9167,55.31,82,0,5.75
186,Estreito,BR,2022-01-21 16:31:43,-5.7833,-43.25,89.35,50,19,0.65
187,Jamestown,US,2022-01-21 16:28:13,42.097,-79.2353,13.33,41,20,4.61
188,Abnub,EG,2022-01-21 16:31:44,27.2696,31.1511,53.44,33,0,6.87
189,Mwense,ZM,2022-01-21 16:31:44,-10.3845,28.698,68.59,95,89,2.46
190,Griffith,US,2022-01-21 16:31:44,41.5284,-87.4237,23.14,67,40,1.01
191,Saint-Pierre,RE,2022-01-21 16:31:45,-21.3393,55.4781,83.88,79,0,6.91
192,Kuvshinovo,RU,2022-01-21 16:31:45,57.0295,34.1725,18.03,98,88,5.57
193,Nioki,CD,2022-01-21 16:31:46,-2.7167,17.6833,78.78,72,96,0.47
194,Tromso,NO,2022-01-21 16:31:46,69.6496,18.957,28.42,80,75,3.0
195,Walvis Bay,NA,2022-01-21 16:31:46,-22.9575,14.5053,83.35,54,98,2.3
196,Artigas,UY,2022-01-21 16:30:26,-30.4,-56.4667,105.57,21,19,9.24
197,Iralaya,HN,2022-01-21 16:31:47,15.0,-83.2333,80.69,79,21,12.5
198,Lorengau,PG,2022-01-21 16:31:47,-2.0226,147.2712,80.64,75,100,2.21
199,Slonim,BY,2022-01-21 16:31:48,53.0867,25.3219,28.58,85,100,18.81
200,Anajatuba,BR,2022-01-21 16:31:48,-3.2644,-44.6197,89.4,57,26,4.59
201,Hay River,CA,2022-01-21 16:31:48,60.8156,-115.7999,-20.22,76,40,3.44
202,Quatre Cocos,MU,2022-01-21 16:31:49,-20.2078,57.7625,82.51,85,49,17.47
203,Karratha,AU,2022-01-21 16:31:49,-20.7377,116.8463,84.63,66,79,14.54
204,Butaritari,KI,2022-01-21 16:31:49,3.0707,172.7902,80.98,76,72,14.74
205,Ngunguru,NZ,2022-01-21 16:31:50,-35.6167,174.5,56.16,88,59,6.76
206,Eureka,US,2022-01-21 16:31:50,40.8021,-124.1637,47.19,95,92,3.98
207,Skibbereen,IE,2022-01-21 16:31:51,51.55,-9.2667,42.6,86,10,4.36
208,Port Blair,IN,2022-01-21 16:31:51,11.6667,92.75,73.44,94,20,2.3
209,Samut Prakan,TH,2022-01-21 16:31:51,13.5,100.45,82.09,76,8,14.97
210,Labuan,MY,2022-01-21 16:31:52,5.2767,115.2417,77.36,94,40,1.01
211,Chimore,BO,2022-01-21 16:31:52,-16.9833,-65.1333,81.07,68,92,3.38
212,Pindiga,NG,2022-01-21 16:31:52,9.9833,10.9333,81.7,20,46,7.14
213,Namibe,AO,2022-01-21 16:31:53,-15.1961,12.1522,75.67,66,95,10.33
214,Hit,IQ,2022-01-21 16:31:53,33.6416,42.8251,43.86,35,3,5.75
215,Klaksvik,FO,2022-01-21 16:31:54,62.2266,-6.589,47.32,84,100,27.38
216,Petropavlovsk-Kamchatskiy,RU,2022-01-21 16:31:54,53.0452,158.6483,18.19,73,75,8.95
217,Dunedin,NZ,2022-01-21 16:30:45,-45.8742,170.5036,56.8,81,13,4.0
218,Gurupa,BR,2022-01-21 16:31:55,-1.405,-51.64,88.63,53,81,5.37
219,Hofn,IS,2022-01-21 16:31:55,64.2539,-15.2082,41.02,75,20,25.32
220,Surin,TH,2022-01-21 16:31:55,14.8818,103.4936,73.24,99,27,5.03
221,Sola,VU,2022-01-21 16:31:56,-13.8833,167.55,83.12,78,69,14.41
222,Wilson,US,2022-01-21 16:31:56,36.1501,-86.2833,26.49,76,40,6.91
223,New Richmond,US,2022-01-21 16:29:59,45.123,-92.5366,5.83,60,0,13.8
224,Pavino,RU,2022-01-21 16:31:57,59.1139,46.1414,13.33,92,100,9.4
225,Arlit,NE,2022-01-21 16:31:57,18.7369,7.3853,69.53,13,0,5.93
226,Zaraysk,RU,2022-01-21 16:31:57,54.7653,38.8836,19.17,95,100,10.2
227,Bozeman,US,2022-01-21 16:29:56,45.6796,-111.0386,33.22,77,100,1.99
228,Mwinilunga,ZM,2022-01-21 16:31:58,-11.7358,24.4293,63.61,96,100,4.43
229,Ahipara,NZ,2022-01-21 16:31:58,-35.1667,173.1667,58.06,89,36,4.32
230,Pisco,PE,2022-01-21 16:31:59,-13.7,-76.2167,73.45,78,0,9.22
231,Yumen,CN,2022-01-21 16:31:59,40.2833,97.2,22.21,49,100,9.06
232,Bara,NG,2022-01-21 16:31:59,10.3744,10.7288,83.98,21,40,7.4
233,Lexington,US,2022-01-21 16:29:41,37.9887,-84.4777,23.14,60,100,4.0
234,Lethem,GY,2022-01-21 16:33:00,3.3803,-59.7968,93.97,39,61,10.98
235,Holetown,BB,2022-01-21 16:33:00,13.1867,-59.6381,84.76,68,7,20.51
236,Mount Gambier,AU,2022-01-21 16:31:45,-37.8333,140.7667,66.11,63,92,6.91
237,Sao Joao Dos Patos,BR,2022-01-21 16:33:01,-6.495,-43.7022,87.49,50,4,4.97
238,Lata,PT,2022-01-21 16:33:01,40.1629,-8.3327,57.61,48,70,7.85
239,Revuca,SK,2022-01-21 16:33:02,48.6835,20.1173,29.28,83,36,7.0
240,Westport,US,2022-01-21 16:31:02,41.1415,-73.3579,21.74,50,0,1.99
241,Houston,US,2022-01-21 16:29:52,29.7633,-95.3633,39.0,53,0,4.0
242,Nabire,ID,2022-01-21 16:33:03,-3.3667,135.4833,76.15,93,100,3.65
243,Puerto Quijarro,BO,2022-01-21 16:33:03,-17.7833,-57.7667,94.77,40,90,3.4
244,Kushima,JP,2022-01-21 16:33:04,31.4583,131.2333,41.5,81,51,5.61
245,Kaitangata,NZ,2022-01-21 16:33:04,-46.2817,169.8464,56.93,73,31,6.31
246,Aksu,CN,2022-01-21 16:33:04,41.1231,80.2644,25.05,56,2,0.89
247,Monrovia,LR,2022-01-21 16:32:47,6.3005,-10.7969,92.97,61,49,11.18
248,Raybag,IN,2022-01-21 16:33:05,16.4833,74.7833,70.2,48,20,6.4
249,Cumberland,US,2022-01-21 16:33:05,35.0502,-78.8664,32.86,65,100,17.27
250,Mandalgovi,MN,2022-01-21 16:33:05,45.7625,106.2708,7.45,83,1,4.07
251,Oxapampa,PE,2022-01-21 16:33:06,-10.5775,-75.4017,66.94,87,89,3.78
252,Khani,GE,2022-01-21 16:33:06,41.9563,42.9566,26.17,80,18,8.3
253,Riyadh,SA,2022-01-21 16:29:17,24.6877,46.7219,46.54,22,0,11.23
254,Catabola,AO,2022-01-21 16:33:07,-12.15,17.2833,71.33,60,72,0.89
255,Tondon,GN,2022-01-21 16:33:07,10.3667,-13.35,89.15,11,56,3.38
256,Lebu,CL,2022-01-21 16:33:07,-37.6167,-73.65,62.2,64,0,8.7
257,Togur,RU,2022-01-21 16:33:08,58.3631,82.8265,1.54,99,98,4.21
258,Nanortalik,GL,2022-01-21 16:33:08,60.1432,-45.2371,18.73,69,44,6.55
259,Camacupa,AO,2022-01-21 16:33:09,-12.0167,17.4833,71.2,66,44,1.77
260,Santa Rita,BR,2022-01-21 16:33:09,-7.1139,-34.9781,88.47,58,75,9.22
261,Chitral,PK,2022-01-21 16:33:09,35.8462,71.7858,28.08,67,71,7.07
262,Iqaluit,CA,2022-01-21 16:33:10,63.7506,-68.5145,-31.27,66,20,3.0
263,Constitucion,CL,2022-01-21 16:31:34,-35.3333,-72.4167,67.55,51,0,9.42
264,Bokoro,TD,2022-01-21 16:33:10,12.3807,17.0568,78.49,18,24,8.41
265,La Ronge,CA,2022-01-21 16:33:11,55.1001,-105.2842,-5.55,65,20,16.11
266,Arkhonskaya,RU,2022-01-21 16:33:11,43.11,44.5125,24.46,80,3,4.47
267,Saskylakh,RU,2022-01-21 16:33:11,71.9167,114.0833,0.43,94,100,6.73
268,Tommot,RU,2022-01-21 16:33:12,58.9564,126.2925,-5.84,99,98,1.25
269,Santiago Del Estero,AR,2022-01-21 16:33:12,-27.7951,-64.2615,103.41,26,20,17.13
270,Port Hedland,AU,2022-01-21 16:33:12,-20.3167,118.5667,84.25,79,88,9.22
271,Saint-Joseph,RE,2022-01-21 16:33:13,-21.3667,55.6167,82.78,81,62,11.36
272,Umba,RU,2022-01-21 16:33:13,66.6871,34.3429,20.62,88,28,10.38
273,Tucupita,VE,2022-01-21 16:33:14,9.0622,-62.051,79.34,87,75,6.04
274,Antalaha,MG,2022-01-21 16:33:14,-14.9003,50.2788,75.69,95,100,5.41
275,Ostrovnoy,RU,2022-01-21 16:33:14,68.0531,39.5131,28.04,75,100,19.37
276,Kundiawa,PG,2022-01-21 16:33:15,-6.0167,144.9667,61.0,97,99,0.65
277,Liuzhou,CN,2022-01-21 16:33:15,24.3126,109.3892,58.23,92,100,2.44
278,Madimba,TZ,2022-01-21 16:33:16,-10.4,40.3333,81.72,83,40,13.8
279,Harrison,US,2022-01-21 16:33:16,30.4091,-89.0436,36.05,75,75,12.66
280,Pandan,PH,2022-01-21 16:33:16,14.0453,124.1694,76.15,88,48,14.56
281,Prince George,CA,2022-01-21 16:30:17,53.9166,-122.753,36.84,87,100,14.97
282,Zhezkazgan,KZ,2022-01-21 16:34:17,47.8043,67.7144,16.57,90,100,8.97
283,Abu Samrah,SY,2022-01-21 16:34:17,35.3029,37.1841,46.13,61,98,5.08
284,Shenkursk,RU,2022-01-21 16:34:18,62.1091,42.896,17.71,96,100,4.72
285,Neiafu,TO,2022-01-21 16:34:18,-18.65,-173.9833,81.68,74,100,16.87
286,Severo-Kurilsk,RU,2022-01-21 16:34:18,50.6789,156.125,29.73,79,100,14.58
287,Catumbela,AO,2022-01-21 16:34:19,-12.4314,13.5472,78.1,65,19,7.58
288,Mazagao,BR,2022-01-21 16:34:19,-0.115,-51.2894,91.45,60,37,5.7
289,Tiwi,PH,2022-01-21 16:34:19,13.4667,123.6167,71.22,89,22,7.74
290,Mokhsogollokh,RU,2022-01-21 16:34:20,61.4681,128.9203,-11.34,100,100,1.45
291,San Patricio,US,2022-01-21 16:34:20,28.017,-97.5169,39.61,46,100,11.7
292,Sijunjung,ID,2022-01-21 16:34:21,-0.6876,100.9537,71.49,97,98,1.41
293,Roald,NO,2022-01-21 16:34:21,62.5833,6.1333,41.14,100,75,9.22
294,Ixtapa,MX,2022-01-21 16:34:21,20.7,-105.2,70.83,83,100,3.44
